converted,GameLevel,NumGameDays,NumGameDays4Plus,NumInGameMessagesSent,NumSpaceHeroBadges,NumFriendRequestIgnored,NumFriends,AcquiredSpaceship,AcquiredIonWeapon,TimesLostSpaceship,TimesKilled,TimesCaptain,TimesNavigator,PurchasedCoinPackSmall,PurchasedCoinPackLarge,NumAdsClicked,DaysUser,UserConsole,UserHasOldOS,training
no,7,6,0,201,0,66,1,no,no,3,0,0,0,no,yes,8,3957,no,no,0
no,1,2,0,70,0,43,41,no,no,0,0,0,1,no,no,10,1827,no,no,1
no,6,20,0,12,0,0,20,yes,no,0,0,0,0,no,no,23,2223,yes,no,1
no,8,7,1,0,0,0,7,yes,no,2,0,0,0,no,no,14,1552,yes,no,1
no,5,14,0,0,0,1,21,no,no,0,0,0,0,no,no,15,2039,yes,no,1
no,4,1,0,88,0,3,4,no,no,0,0,0,0,no,yes,2,1766,no,no,1
no,2,6,0,119,0,30,189,no,no,1,0,0,0,no,no,0,2739,yes,no,1
no,5,2,0,92,0,60,175,no,no,1,0,0,0,no,no,5,2404,yes,yes,1
no,8,17,8,179,2,90,47,yes,no,2,0,0,0,no,no,24,2343,yes,no,1
no,8,12,0,264,0,42,62,yes,no,12,0,0,0,no,no,7,1339,yes,no,1
no,6,12,4,0,0,0,0,no,no,0,0,8,1,no,yes,8,3227,yes,no,1
no,1,18,0,208,0,23,0,yes,no,13,0,0,6,no,yes,11,2708,yes,no,0
no,10,26,0,0,0,0,0,no,no,0,0,0,0,no,no,10,3592,yes,no,1
no,9,9,0,50,0,101,0,no,no,31,0,0,0,no,yes,2,2800,yes,yes,1
yes,2,2,0,0,0,0,6,no,no,0,0,0,0,no,yes,18,2892,yes,no,1
no,9,14,3,0,0,2,20,yes,no,1,0,0,0,yes,no,12,2708,yes,no,0
no,6,9,0,0,0,0,0,no,no,0,0,0,0,yes,no,2,2984,yes,no,1
no,10,17,0,6,0,0,0,no,no,23,0,0,0,no,no,6,4049,no,no,1
no,5,13,0,0,0,15,139,no,no,0,0,0,0,no,no,8,2131,yes,no,0
no,2,3,0,23,0,0,0,no,no,0,0,0,0,no,no,10,3957,yes,no,1
no,10,19,14,30,0,69,23,no,no,15,0,0,1,no,no,9,1917,no,no,1
no,1,7,0,204,0,43,0,no,no,0,0,0,0,no,no,9,2009,yes,no,1
no,4,11,0,116,2,93,410,yes,no,0,0,3,0,no,yes,7,1400,yes,no,1
no,2,10,0,138,0,38,0,no,no,0,0,0,0,no,no,5,2162,yes,no,1
no,10,23,0,0,0,0,15,no,no,0,0,0,0,yes,no,19,1583,yes,no,1
no,1,7,0,0,0,42,10,no,no,0,0,0,0,yes,no,8,2800,yes,no,1
no,8,21,0,0,0,0,1,no,no,0,0,0,0,yes,no,13,3562,yes,no,1
no,4,7,0,116,1,64,6,no,no,3,0,0,2,no,no,11,2254,yes,no,1
no,5,7,6,1,0,51,9,yes,no,0,0,4,0,yes,no,24,3743,no,no,1
no,4,5,0,0,0,0,6,no,no,0,0,0,0,no,no,8,4049,no,no,1
no,10,15,0,0,0,0,0,no,no,0,0,0,0,yes,yes,9,3957,yes,no,0
no,8,19,1,0,0,0,1,no,no,0,0,7,0,no,no,19,2223,yes,no,1
no,1,1,0,51,0,109,45,no,no,1,0,0,1,no,no,9,3350,yes,no,1
no,7,15,0,0,0,0,0,yes,no,0,0,0,0,no,no,9,3804,no,no,0
no,2,5,0,0,0,0,0,no,no,1,0,0,0,no,no,5,2831,yes,no,1
no,6,4,0,120,0,88,84,yes,no,1,0,0,1,yes,no,4,2282,no,no,1
no,10,19,0,183,0,31,340,no,no,75,0,0,0,no,no,5,3013,yes,yes,0
no,2,8,0,3,0,37,52,yes,no,0,0,0,4,yes,no,10,2313,yes,no,1
no,7,9,0,0,0,0,0,no,no,0,0,0,0,no,no,4,3227,yes,no,1
no,2,4,0,100,0,57,121,no,no,0,0,0,0,yes,no,1,3865,yes,no,1
no,9,24,0,233,1,95,408,no,no,19,0,0,3,no,no,4,2313,yes,no,1
yes,5,19,1,241,0,7,3,no,no,4,0,0,0,no,yes,16,3470,yes,no,1
no,10,7,3,5,0,28,79,no,no,0,0,0,0,no,no,6,2678,yes,no,1
no,1,8,0,19,0,20,2,no,no,0,0,0,0,no,no,3,2800,yes,no,1
no,7,12,8,144,0,96,0,yes,no,4,0,130,0,no,no,8,2313,no,no,0
no,5,1,0,0,0,0,2,no,no,0,0,0,0,no,no,8,2070,no,no,1
no,9,15,0,215,0,113,0,no,no,0,0,0,0,no,no,11,2557,yes,no,0
no,2,22,0,3,0,0,10,yes,no,0,0,0,18,yes,yes,18,3135,no,no,1
no,2,10,0,96,0,13,41,no,no,0,0,0,0,yes,no,10,2101,yes,no,0
no,6,14,4,45,0,0,1,no,no,0,0,0,0,no,no,12,3013,yes,no,0
no,8,2,0,31,1,0,1,no,no,0,0,0,0,no,no,16,1339,no,no,1
no,3,9,0,5,0,19,1,no,no,0,0,0,0,yes,no,12,3835,yes,no,1
yes,3,11,0,0,0,0,205,yes,no,0,0,0,0,no,no,22,2343,yes,no,1
no,6,5,0,0,0,0,0,yes,no,0,0,0,0,no,yes,12,3409,yes,yes,0
yes,7,15,0,59,0,0,104,no,no,3,0,0,0,yes,no,18,1736,yes,no,1
no,8,20,1,277,0,70,49,no,no,0,0,1,0,no,yes,27,3197,yes,no,1
yes,9,1,1,82,1,36,57,no,no,0,0,0,0,no,no,23,1978,no,no,1
no,4,9,1,0,0,18,27,yes,no,0,0,0,0,no,no,6,1917,yes,no,1
no,1,1,0,0,0,0,5,no,no,0,0,0,0,yes,no,2,3074,yes,no,1
no,5,19,0,216,0,68,0,no,no,1,0,0,0,yes,no,12,2282,no,no,0
no,5,11,0,16,0,0,0,no,no,9,0,0,0,no,no,8,1917,yes,no,1
no,2,17,0,40,0,2,37,no,no,0,0,0,0,yes,no,2,3135,yes,no,1
no,10,17,0,126,0,90,38,yes,no,12,0,1,2,no,no,11,1186,yes,no,1
no,2,8,8,0,0,0,0,no,no,0,0,0,0,no,yes,11,2223,yes,yes,1
no,2,6,0,3,1,29,2,no,no,8,0,0,23,yes,yes,19,3684,yes,no,1
no,6,10,0,2,0,0,47,no,no,0,0,0,1,no,no,19,1674,yes,no,0
no,2,13,0,149,0,60,13,no,yes,6,0,0,0,no,yes,10,2678,yes,no,0
no,6,22,0,48,0,14,0,no,no,0,0,0,0,no,no,1,3197,yes,no,0
no,6,4,0,43,0,41,6,no,no,1,0,0,14,no,yes,2,2466,yes,yes,1
no,8,16,0,0,0,0,0,yes,no,0,11,0,0,no,yes,10,2953,yes,no,1
no,9,12,0,106,0,10,0,no,no,3,0,0,0,no,yes,3,2313,yes,yes,1
no,3,5,0,52,0,10,0,no,no,8,0,0,0,no,no,7,3013,yes,no,1
no,10,25,17,119,0,43,408,yes,no,16,0,5,3,no,no,12,2678,yes,no,1
no,7,16,0,40,0,13,3,no,no,3,0,0,0,no,no,7,2800,yes,no,1
no,8,20,0,189,0,28,0,no,no,0,0,0,4,no,no,12,3592,yes,no,1
no,9,17,0,306,0,46,0,yes,no,0,0,0,0,no,no,11,2374,yes,no,1
no,1,13,0,64,0,26,2,no,no,0,0,0,0,no,no,10,2708,yes,no,1
no,1,4,0,2,0,0,0,no,no,0,0,0,0,no,no,3,2739,yes,no,1
no,8,17,0,0,0,10,219,yes,no,0,0,23,11,yes,no,7,1948,no,no,1
no,4,4,0,259,0,2,0,no,no,0,0,1,4,yes,no,6,3562,yes,no,1
no,4,1,0,0,0,3,1,no,no,4,0,0,0,no,no,9,1370,no,no,0
no,10,19,0,114,0,7,45,no,no,11,0,0,0,no,no,16,1705,yes,no,0
no,8,10,9,37,0,0,0,yes,no,2,0,0,0,no,no,4,3319,yes,no,1
no,7,14,0,10,0,60,0,no,yes,6,0,0,0,no,no,4,2404,yes,no,1
no,7,13,0,0,0,0,0,no,no,0,0,0,0,no,yes,6,2769,yes,no,0
no,5,2,0,0,0,0,0,no,no,0,0,0,0,no,yes,9,3774,yes,no,1
no,5,18,0,80,0,2,18,no,no,6,0,0,0,no,no,17,3013,yes,no,0
yes,10,18,2,71,2,65,106,no,no,2,0,0,0,yes,no,24,2343,no,no,1
no,4,3,0,188,0,33,32,yes,no,0,0,0,1,no,no,2,3074,yes,no,1
no,5,8,0,64,0,32,1,no,no,1,0,0,0,no,no,3,1948,no,no,1
no,2,2,0,0,0,0,2,no,no,0,0,0,0,no,no,17,3927,yes,no,0
no,6,1,0,2,0,2,462,no,no,0,0,0,0,no,no,4,2557,yes,no,1
no,10,14,5,121,0,76,0,yes,no,0,0,0,0,yes,no,6,2009,no,no,1
no,2,1,0,146,0,34,17,no,no,3,0,0,0,no,no,7,2739,yes,no,1
no,6,6,0,45,0,85,133,yes,no,0,0,0,3,no,no,4,1948,yes,no,0
no,1,1,0,119,0,0,0,no,no,0,0,0,0,yes,yes,3,2009,yes,no,1
no,2,3,2,0,0,5,6,no,no,0,0,0,0,yes,no,10,2769,yes,yes,1
no,5,1,0,211,0,37,0,no,no,0,0,0,5,no,yes,7,2922,yes,yes,1
no,9,14,0,73,0,81,2,no,no,7,0,0,0,no,no,2,2557,yes,no,1
no,5,2,0,34,0,86,231,yes,no,0,0,0,0,yes,no,0,1889,yes,no,1
no,10,20,0,133,0,1,0,no,no,0,0,1,0,no,yes,6,2588,yes,no,1
no,4,15,1,47,0,50,32,no,no,0,0,0,0,no,no,17,3227,no,no,0
no,3,18,0,11,0,0,99,yes,no,0,0,0,0,yes,no,9,2861,yes,no,1
no,2,1,0,0,0,0,136,no,no,0,0,2,5,yes,no,23,1889,yes,no,0
no,9,1,0,0,0,0,6,no,no,0,0,0,0,no,no,8,3227,yes,no,0
yes,10,26,0,207,3,71,7,no,no,64,0,2,1,no,yes,8,3197,yes,no,1
no,5,11,0,50,2,54,10,no,no,4,0,0,3,no,no,2,1917,yes,no,1
no,7,18,0,31,1,12,24,yes,no,0,0,4,0,no,no,5,1948,yes,no,1
no,3,7,3,70,3,94,13,no,no,0,0,0,0,no,no,17,3500,yes,no,1
no,6,13,0,0,0,0,0,no,no,3,0,0,0,yes,no,2,1797,yes,no,1
no,8,17,0,21,2,80,10,no,no,1,0,0,0,no,no,21,2892,yes,no,1
no,2,18,1,178,0,102,0,no,no,0,0,0,0,no,no,11,2647,yes,no,1
no,5,18,0,0,0,7,147,no,no,7,0,0,0,no,no,22,2739,yes,yes,1
no,9,14,0,0,0,0,0,no,no,6,0,0,0,no,yes,11,3957,no,no,0
no,10,19,0,341,4,69,207,no,no,66,0,2,5,no,no,15,1461,yes,no,1
no,9,21,0,0,0,0,0,no,no,3,0,0,0,no,no,8,3743,yes,no,1
no,9,21,16,0,0,20,3,no,no,26,0,0,0,no,no,10,3378,yes,no,0
no,9,19,4,197,0,81,24,no,no,6,0,0,1,yes,no,3,2769,yes,no,1
no,5,21,0,0,0,3,0,no,no,0,0,0,0,no,no,2,1917,yes,no,0
no,8,7,1,62,0,12,318,yes,no,9,0,0,0,yes,no,4,1278,yes,no,1
no,2,6,0,295,0,53,0,no,no,11,0,0,0,no,yes,6,2678,yes,no,1
no,9,8,0,42,0,72,5,yes,no,0,0,0,0,yes,no,7,2374,yes,no,1
yes,10,11,5,0,0,4,235,no,no,0,0,0,0,yes,yes,13,2527,yes,no,0
no,10,14,0,62,0,61,1,no,no,2,0,0,0,no,no,5,2708,no,no,1
no,9,21,9,76,0,88,0,yes,no,3,0,0,0,yes,yes,7,3684,yes,no,0
no,8,16,12,150,0,23,4,yes,no,13,0,0,0,no,no,7,2800,yes,no,1
no,8,10,0,17,0,0,193,no,no,0,0,0,0,no,no,5,2466,no,no,1
no,9,1,0,0,0,0,0,no,no,0,0,0,0,no,no,11,3350,no,no,1
no,6,23,0,74,0,34,0,no,no,33,0,0,0,no,yes,9,3957,yes,no,1
no,7,12,2,134,0,111,0,no,no,0,0,0,0,no,yes,2,2009,yes,yes,1
no,7,1,0,95,0,92,14,no,no,7,0,0,0,no,no,1,1858,no,no,1
no,2,1,0,0,2,9,140,no,no,0,0,0,7,yes,no,5,2466,no,no,1
no,9,16,0,212,0,14,2,no,no,0,0,0,10,no,no,7,2282,yes,no,0
no,2,3,0,0,0,0,0,no,no,0,0,0,0,yes,no,4,2678,no,no,1
no,5,4,1,0,0,0,1,no,no,0,0,0,0,no,yes,11,1613,no,no,1
yes,10,17,9,21,2,48,97,yes,no,0,0,0,0,no,no,8,2313,yes,no,1
no,8,12,0,0,0,0,11,no,no,0,0,3,0,no,no,10,1889,no,no,1
no,10,10,0,0,0,39,1,no,no,1,0,0,2,yes,yes,25,2739,yes,no,1
no,9,18,0,13,0,17,182,no,no,0,0,0,0,yes,yes,8,3288,yes,no,1
no,10,17,0,0,0,31,74,no,no,0,0,0,0,no,no,23,1948,yes,no,1
no,9,12,0,0,0,0,1,no,no,0,0,0,0,no,no,6,1797,yes,no,1
no,3,4,0,0,0,9,2,yes,no,0,0,0,0,no,no,6,2313,yes,no,0
no,7,24,3,161,1,8,52,no,no,2,0,6,49,yes,no,34,2343,yes,no,0
no,1,1,0,0,0,0,0,no,no,0,0,0,0,no,yes,11,2162,no,no,1
yes,6,12,1,40,0,1,481,no,no,0,0,0,0,no,no,38,2162,yes,no,0
yes,10,25,1,26,1,4,72,no,no,0,0,0,1,yes,no,12,1674,yes,no,1
no,8,7,0,24,0,14,0,no,no,0,0,0,0,no,no,8,3927,yes,no,1
no,10,17,10,203,1,75,25,yes,no,9,0,2,0,yes,no,9,2192,yes,no,1
no,7,4,0,25,1,46,226,yes,no,0,0,0,0,yes,no,5,2831,yes,no,1
no,10,18,15,32,3,87,14,yes,no,7,0,0,0,yes,no,5,3319,yes,no,0
no,2,2,0,0,0,0,0,no,no,0,0,0,0,no,no,12,3135,no,no,0
no,10,23,0,0,0,0,9,no,no,2,0,0,0,no,no,28,3592,no,no,1
no,9,27,5,3,0,0,0,no,no,1,0,0,0,no,no,5,2343,yes,no,0
no,6,3,0,92,0,0,1,no,no,0,0,0,0,yes,no,4,3653,yes,no,1
no,7,10,7,50,0,56,1,no,no,2,0,0,0,yes,yes,5,3684,yes,no,1
no,10,18,5,116,0,46,15,yes,no,14,0,0,0,no,no,4,3288,yes,yes,1
no,7,4,0,24,0,32,4,no,no,10,0,0,0,no,no,0,3684,yes,no,1
no,7,16,5,170,1,27,261,yes,no,0,0,0,14,no,no,35,2282,yes,no,1
no,5,12,1,0,0,0,0,no,no,0,0,45,7,yes,yes,6,3409,yes,no,1
no,6,20,0,138,0,83,273,no,no,0,0,1,0,no,no,3,2678,yes,no,0
no,10,19,0,73,0,71,409,no,no,2,0,0,0,yes,no,3,1461,yes,yes,1
no,7,11,0,50,0,53,1,no,no,0,0,0,0,no,no,12,2466,yes,no,1
no,10,18,1,16,0,0,0,no,no,0,0,0,0,no,no,11,1583,yes,no,1
no,8,10,0,0,0,0,0,no,no,2,0,0,0,no,no,8,2892,yes,no,0
no,5,9,0,49,0,63,2,no,no,0,0,0,0,no,no,6,2708,yes,no,0
no,7,17,0,21,0,0,2,no,no,0,0,0,0,yes,no,19,3470,yes,no,1
no,5,9,2,82,0,33,125,no,no,0,0,0,19,no,no,6,2131,yes,no,1
no,7,12,0,0,3,0,138,no,no,0,14,5,0,no,no,11,1858,yes,no,1
no,10,17,12,160,2,55,52,yes,no,0,0,2,1,no,no,1,1400,yes,no,0
no,3,13,0,0,0,0,0,no,no,0,0,0,0,no,no,9,3592,yes,no,1
no,9,16,0,142,1,51,180,no,no,10,0,1,0,yes,no,5,1858,yes,yes,1
no,8,19,0,385,0,60,333,no,no,0,0,0,0,yes,no,25,1978,yes,no,1
no,4,1,0,14,0,75,0,no,no,0,0,0,0,no,yes,5,1827,yes,no,1
no,10,14,0,0,0,0,0,no,no,0,0,0,0,no,no,9,2557,no,yes,0
no,6,6,0,20,0,17,79,no,no,0,0,0,0,yes,no,6,2739,yes,no,1
no,6,17,0,0,0,15,10,no,no,0,0,0,0,no,no,4,3166,yes,no,1
no,9,22,0,34,0,58,24,no,no,33,0,0,12,yes,no,10,2739,yes,no,1
no,1,1,0,0,0,0,0,no,no,0,0,0,0,no,no,2,3350,yes,no,1
no,7,2,0,0,0,0,0,no,no,0,0,0,0,no,no,6,2588,yes,no,0
no,9,19,0,20,0,5,2,no,no,6,0,0,0,no,no,7,2557,yes,no,0
no,2,1,0,53,0,9,1,no,no,3,0,0,0,no,no,8,2192,yes,no,1
no,1,6,0,0,0,0,7,no,no,0,0,0,0,yes,no,6,1889,yes,no,1
no,1,1,0,0,0,0,1,no,no,0,0,0,0,yes,no,5,3319,yes,no,0
no,9,18,0,13,0,101,107,yes,no,0,0,9,1,yes,yes,19,3044,yes,no,1
no,10,2,0,248,0,60,0,no,no,20,0,1,0,no,yes,6,3378,yes,no,0
no,10,26,11,169,0,53,11,yes,no,12,0,0,0,no,no,20,1917,yes,no,1
no,9,22,0,71,0,29,0,yes,no,0,0,0,0,no,yes,10,3166,yes,no,0
no,9,2,0,68,0,44,8,no,no,0,0,0,0,no,no,9,2162,yes,yes,1
no,9,17,0,16,0,0,4,no,no,0,0,0,0,no,no,2,2313,yes,no,1
no,6,9,0,0,0,0,0,yes,no,7,0,0,0,no,yes,2,2619,yes,no,1
no,5,8,0,58,0,37,0,no,no,0,0,1,2,no,yes,9,2892,no,no,1
no,10,16,0,85,6,33,84,no,no,9,0,0,0,no,yes,11,3865,no,no,1
no,6,19,0,0,0,2,21,no,no,0,0,0,0,no,no,21,2404,no,no,1
no,8,23,0,69,0,0,0,yes,no,0,0,0,0,yes,yes,0,2101,yes,no,0
yes,6,19,0,174,4,7,95,no,no,0,0,0,0,no,yes,4,2282,yes,yes,1
no,10,16,0,0,1,0,137,no,no,6,0,0,0,no,no,36,3013,yes,no,1
no,7,20,0,11,0,70,108,no,no,0,0,0,0,yes,no,0,2678,yes,no,1
no,7,6,0,0,0,0,0,no,no,0,0,0,0,yes,no,11,3013,yes,no,1
no,6,20,0,10,0,1,26,no,no,0,0,0,0,yes,yes,11,3227,yes,yes,1
no,8,20,2,10,0,0,1,no,no,0,0,0,0,yes,no,8,2678,yes,no,0
no,1,1,0,3,1,43,335,yes,no,0,0,0,5,no,no,9,2039,yes,no,0
no,7,8,0,16,0,0,1,no,no,0,0,0,0,no,no,11,1431,yes,no,0
no,8,15,13,163,0,16,0,yes,no,38,0,15,10,yes,no,3,2739,yes,no,0
no,10,16,0,83,0,27,157,no,no,2,0,0,0,yes,yes,19,4139,yes,no,1
no,7,21,0,155,0,60,5,no,no,6,0,0,0,yes,no,9,1339,yes,no,0
no,5,1,0,0,0,0,30,no,no,2,0,0,0,yes,no,6,1978,yes,no,1
no,6,1,0,0,0,0,0,no,no,10,0,0,0,no,no,3,3044,yes,no,1
no,2,7,0,0,0,0,2,no,no,0,0,0,0,no,no,0,2619,yes,no,1
no,5,6,0,162,0,30,7,yes,no,3,0,0,0,no,no,0,3044,yes,no,1
no,8,7,0,25,0,59,7,yes,no,0,0,0,0,no,no,11,3774,yes,no,1
no,2,10,0,0,0,0,0,no,no,0,0,0,0,yes,yes,9,3623,yes,no,0
yes,7,16,0,0,0,0,395,no,no,0,0,0,0,no,no,13,2647,yes,no,0
no,10,15,10,171,0,28,1,yes,no,25,0,0,89,no,yes,3,3804,yes,no,0
no,5,14,0,0,1,25,74,no,no,0,0,0,0,yes,no,17,1400,yes,no,1
no,6,21,0,0,0,0,12,no,no,0,0,0,0,no,yes,6,2101,no,no,1
no,1,3,0,0,0,0,48,no,no,0,0,0,0,no,no,2,2009,yes,no,1
no,8,1,0,198,0,0,0,no,no,0,0,0,0,no,no,5,2892,yes,no,0
no,10,20,10,53,0,0,213,no,no,1,0,0,6,no,no,30,1339,no,no,1
no,8,15,2,269,0,87,5,yes,no,4,0,0,9,no,no,10,1889,yes,no,1
no,1,1,0,0,0,3,1,no,no,2,0,0,0,no,yes,8,2343,no,no,1
yes,5,10,0,0,0,0,0,no,no,0,0,0,0,no,yes,10,2922,no,yes,0
no,5,17,4,1,0,2,0,yes,no,0,0,0,0,no,no,1,4108,no,no,0
no,5,14,0,28,0,9,0,no,no,0,0,0,0,no,no,3,2496,no,no,1
no,7,10,0,27,0,23,36,no,no,1,0,0,0,yes,no,11,2131,no,no,1
no,8,22,10,5,0,9,0,no,no,0,0,0,0,no,no,9,3562,yes,no,0
no,8,12,0,189,0,35,0,no,no,3,0,0,0,no,yes,1,3684,yes,no,0
no,7,7,0,21,1,13,88,no,no,1,0,0,0,no,yes,10,2953,yes,no,1
no,5,1,0,0,0,0,0,no,no,0,0,0,0,no,yes,11,4018,yes,no,0
no,7,21,6,529,0,115,0,yes,no,18,0,2,0,no,no,3,2466,yes,no,0
no,1,2,0,0,0,0,0,no,no,0,0,0,0,no,no,4,3378,yes,no,1
no,10,16,1,19,0,3,0,no,no,1,0,0,0,no,yes,8,2861,yes,no,1
no,9,22,4,4,0,20,2,yes,no,2,0,0,15,no,no,21,3500,yes,no,1
no,8,2,0,188,0,108,0,yes,no,6,0,15,0,yes,no,1,2892,yes,no,1
no,2,7,0,0,0,0,0,no,no,2,0,0,0,no,no,4,2953,yes,no,1
no,6,6,0,40,0,18,0,no,no,0,0,0,0,no,yes,10,2647,yes,no,1
no,4,4,0,0,0,0,0,no,no,4,14,0,0,no,yes,11,4108,yes,yes,0
no,6,24,0,18,0,24,47,no,no,2,0,0,0,yes,no,9,3470,yes,no,1
no,4,1,0,0,0,0,0,no,no,0,0,0,0,no,no,4,2678,no,no,1
no,9,24,1,0,0,0,0,yes,no,0,7,0,0,no,no,2,3531,no,no,0
no,10,14,0,16,0,5,99,no,no,0,0,0,0,no,no,12,1766,yes,yes,1
no,5,11,0,41,0,3,0,no,no,0,0,0,0,no,yes,3,2588,yes,no,0
no,8,22,0,0,0,0,29,no,no,4,0,0,0,no,yes,16,2131,yes,no,1
no,8,9,0,147,4,102,60,yes,no,4,0,0,0,no,no,14,2282,yes,no,1
no,7,23,3,2,0,11,67,yes,no,5,1,0,1,no,yes,19,3197,yes,yes,0
no,4,5,0,0,0,0,0,no,no,4,0,1,0,no,no,8,2647,yes,no,1
no,9,26,4,62,0,52,27,no,no,1,0,0,0,no,no,2,2039,yes,no,1
no,3,13,0,51,0,24,59,no,no,0,0,0,0,yes,no,7,2588,yes,no,1
no,8,21,4,49,0,0,76,no,no,6,0,0,0,no,no,9,2223,no,no,1
no,10,2,0,0,0,12,268,no,no,0,0,0,0,no,no,5,3105,yes,no,0
no,1,4,0,73,0,46,13,no,no,1,0,0,0,yes,no,11,1278,no,no,0
no,8,1,0,69,0,28,0,yes,no,0,0,1,0,no,yes,10,2282,no,no,1
no,8,18,0,25,0,73,432,no,no,1,0,0,1,yes,yes,7,2647,yes,no,1
yes,5,5,0,0,1,1,109,no,no,0,0,0,0,yes,no,6,3105,yes,no,0
no,5,5,0,0,0,78,29,yes,no,0,0,0,0,no,no,7,2404,yes,no,1
no,6,18,0,117,2,99,3,no,no,54,0,0,0,no,yes,9,1247,no,no,0
no,1,4,0,68,1,60,50,no,no,0,0,0,0,no,no,2,1948,yes,no,1
no,6,12,0,0,0,0,0,no,no,0,0,0,0,no,no,7,3105,yes,no,1
no,5,18,0,101,0,77,27,no,no,1,0,3,2,no,yes,20,2131,no,no,1
no,7,17,0,30,0,22,0,no,no,5,0,0,0,no,no,1,2343,yes,no,0
no,7,11,0,0,0,0,0,no,no,0,0,0,0,no,yes,6,3378,no,no,0
no,5,4,0,0,0,0,31,no,no,0,0,0,0,no,yes,11,3013,no,no,1
no,10,20,0,16,0,46,4,no,no,1,0,0,0,no,no,17,2739,yes,no,0
no,10,19,0,8,0,0,0,no,no,1,0,0,0,yes,no,4,2678,yes,no,0
no,2,13,0,250,7,97,155,no,no,18,0,0,0,no,no,16,1308,no,no,0
no,10,21,0,0,0,2,41,no,no,7,0,6,0,no,no,33,2404,no,no,1
no,4,12,0,0,0,0,0,no,no,2,0,0,0,no,yes,5,1858,no,no,0
no,8,2,0,0,0,14,168,yes,no,0,0,0,0,no,no,7,3105,yes,no,1
no,5,18,3,93,0,0,0,no,no,0,0,0,0,no,no,5,1917,yes,no,1
no,10,19,8,224,1,20,17,yes,no,6,0,0,0,no,yes,11,1674,yes,no,1
no,9,21,2,131,0,105,5,yes,no,76,0,0,0,yes,no,8,2282,yes,no,1
no,7,9,0,19,0,37,77,no,no,0,0,0,0,yes,no,6,1583,no,no,1
no,7,3,0,26,0,41,389,no,no,3,0,10,0,no,no,0,2192,yes,no,0
no,10,25,0,121,0,93,117,no,no,19,3,0,0,yes,no,9,2588,yes,no,1
no,1,10,0,52,0,0,36,no,no,9,0,0,0,no,no,23,2861,yes,no,1
yes,10,18,3,301,1,74,3,yes,no,12,0,56,0,yes,no,25,3378,yes,no,0
no,8,26,0,121,0,48,0,no,no,17,0,0,0,no,no,5,3470,yes,no,1
no,9,19,0,16,0,0,53,no,no,0,0,0,0,yes,no,22,2953,yes,no,0
no,8,2,0,0,0,1,0,no,no,0,0,0,0,no,yes,5,2619,no,yes,1
no,10,18,1,0,0,0,27,no,no,0,7,0,0,no,no,18,2039,yes,no,0
no,3,21,0,0,0,0,0,no,no,0,0,0,0,yes,no,6,3653,no,no,1
no,4,3,0,169,1,97,85,no,no,0,0,0,0,no,no,4,2131,yes,yes,0
no,5,3,0,0,0,0,1,no,no,0,0,0,0,no,no,1,3653,yes,no,1
no,9,11,0,198,1,53,38,yes,no,3,0,2,0,yes,no,8,1978,yes,no,1
no,5,5,3,237,0,16,61,yes,no,5,0,9,1,no,no,23,2769,yes,no,1
no,8,11,1,78,0,23,112,no,no,0,0,0,0,yes,no,10,1917,yes,no,1
no,5,22,1,203,0,20,0,yes,no,3,0,0,0,yes,yes,4,2739,yes,no,0
no,10,8,0,169,0,43,0,yes,no,16,0,0,0,no,yes,12,3562,yes,no,0
no,5,1,0,0,0,0,0,yes,no,1,0,0,0,no,yes,0,3378,yes,no,1
no,9,22,0,124,0,19,27,no,no,0,3,0,0,no,yes,22,1370,no,yes,1
no,7,23,0,0,0,0,0,no,no,0,0,0,0,no,yes,7,2739,yes,no,1
no,2,12,0,116,0,8,0,no,no,5,0,0,0,yes,no,3,2769,no,no,1
no,10,8,0,99,0,51,0,no,no,2,0,0,0,no,no,1,2769,yes,no,0
no,5,1,0,0,0,0,6,no,no,0,0,0,0,yes,no,3,3592,yes,no,1
no,6,24,1,143,0,6,8,no,no,66,0,0,0,no,yes,4,2466,yes,yes,1
no,7,6,2,47,0,112,7,no,no,1,0,0,0,no,yes,8,2769,yes,no,1
no,8,7,0,0,0,0,0,no,no,1,0,0,1,yes,no,1,2922,no,no,1
no,4,14,0,13,0,0,19,no,no,2,0,0,0,no,no,7,2192,yes,no,1
no,8,17,0,448,0,88,36,no,no,1,0,0,0,no,no,22,3743,yes,no,1
no,8,11,0,7,0,21,4,no,no,0,0,0,0,yes,no,5,2223,yes,yes,1
no,10,13,0,46,6,32,152,no,no,0,0,0,0,yes,no,7,2101,yes,yes,1
no,7,22,0,27,0,0,1,no,no,45,0,0,0,no,no,2,2800,yes,no,0
no,4,23,0,0,0,46,16,yes,no,0,0,0,0,yes,no,8,3288,yes,no,0
no,8,9,0,50,0,49,37,yes,no,0,0,0,0,no,no,3,2647,yes,no,0
no,2,2,0,164,0,59,1,yes,no,3,0,0,2,yes,no,7,2708,yes,no,0
no,5,8,0,0,0,0,51,no,no,0,0,15,0,yes,no,7,2466,yes,no,1
no,4,10,0,0,0,0,5,no,no,0,0,0,6,yes,yes,21,2009,yes,no,1
no,10,19,1,207,0,76,0,no,no,9,0,2,0,no,yes,11,2343,yes,no,1
no,2,12,0,98,0,24,0,no,no,3,0,0,0,no,no,4,2070,yes,no,0
